129,129,129,1,-0.994773,-0.0231608,-0.09945000,
255,255,255,1,-0.873267,-0.0319767,0.48619134,
246,246,246,1,-0.512385,-0.020531,0.85851024,
102,102,102,1,-0.882313,-0.0360158,-0.46928320,
157,157,157,1,-0.697233,-0.0286488,-0.71627150,
114,114,114,1,-0.693048,-0.0312337,0.72021486,
106,106,106,1,-0.135173,-0.00592245,-0.99080434,
119,119,119,1,-0.962615,-0.0473534,-0.26670108,
102,102,102,1,-0.883456,-0.0446509,-0.46638235,
107,107,107,1,-0.816746,-0.041851,-0.57547717,
107,107,107,1,-0.950048,-0.0504827,-0.30799321,
210,210,210,1,-0.963482,-0.0557087,0.26191313,
122,122,122,1,-0.936548,-0.0597569,0.34540739,
111,111,111,1,-0.988822,-0.0624713,-0.13537933,
135,135,135,1,-0.943971,-0.0603821,-0.32445860,
129,129,129,1,-0.778461,-0.0581627,0.62499290,
132,132,132,1,-0.798326,-0.0639805,0.59881783,
172,172,172,1,-0.984616,-0.0836685,-0.15339785,
143,143,143,1,-0.422972,-0.0371385,-0.90538156,
103,103,103,1,-0.985805,-0.0888407,0.14246098,
109,109,109,1,-0.785002,-0.0725519,0.61522968,
109,109,109,1,-0.870921,-0.0820196,-0.48452974,
111,111,111,1,-0.935112,-0.0891008,-0.34296757,
102,102,102,1,-0.469313,-0.0509664,0.88155991,
211,211,211,1,-0.219235,-0.0247381,-0.97535837,
238,238,238,1,-0.734701,-0.0846289,-0.67309140,
155,155,155,1,-0.718486,-0.082507,-0.69063001,
113,113,113,1,-0.944514,-0.116174,0.30724128,
110,110,110,1,-0.709127,-0.0877871,0.69959406,
122,122,122,1,-0.832383,-0.10194,-0.54474475,
101,101,101,1,-0.761099,-0.0949348,-0.64165045,
108,108,108,1,-0.860697,-0.113778,0.49624176,
109,109,109,1,-0.907019,-0.120935,-0.40335011,
124,124,124,1,-0.574818,-0.0802058,0.81434068,
123,123,123,1,-0.652463,-0.0900048,-0.75245642,
138,138,138,1,-0.450343,-0.0623801,-0.89067393,
131,131,131,1,-0.450219,-0.062393,-0.89073564,
146,146,146,1,-0.450344,-0.0652967,0.89046444,
103,103,103,1,-0.928455,-0.132931,0.34684471,
112,112,112,1,-0.44889,-0.0645461,-0.89125291,
109,109,109,1,-0.986254,-0.152893,-0.06266472,
113,113,113,1,-0.578139,-0.091926,0.81074323,
111,111,111,1,-0.704225,-0.113986,0.70076747,
167,167,167,1,-0.581589,-0.094644,0.80795846,
138,138,138,1,-0.821019,-0.133276,0.55512673,
100,100,100,1,-0.804332,-0.132261,0.57927327,
138,138,138,1,-0.85966,-0.145999,0.48956001,
101,101,101,1,-0.64189,-0.110773,0.75875364,
186,186,186,1,-0.845808,-0.146584,0.51295457,
104,104,104,1,-0.916722,-0.16134,0.36549962,
249,249,249,1,-0.542805,-0.0969529,0.83424421,
105,105,105,1,-0.75969,-0.137785,0.63552065,
122,122,122,1,-0.625229,-0.116063,0.77176334,
129,129,129,1,-0.682345,-0.124393,-0.72036955,
117,117,117,1,-0.669458,-0.128519,0.73164790,
103,103,103,1,-0.408091,-0.0765073,-0.90972992,
255,255,255,1,-0.933977,-0.179813,-0.30879566,
138,138,138,1,-0.528249,-0.101135,-0.84304482,
131,131,131,1,-0.652802,-0.129036,0.74645755,
123,123,123,1,-0.96469,-0.188347,-0.18411337,
102,102,102,1,-0.559303,-0.11198,0.82136497,
107,107,107,1,-0.909534,-0.179845,-0.37470548,
102,102,102,1,-0.255732,-0.0540874,0.96523353,
99,99,99,1,-0.90503,-0.184939,-0.38303725,
103,103,103,1,-0.943933,-0.194406,0.26682723,
99,99,99,1,-0.957722,-0.199315,0.20746590,
150,150,150,1,-0.892261,-0.186965,0.41099290,
177,177,177,1,-0.520465,-0.113242,0.84634039,
119,119,119,1,-0.615507,-0.133176,0.77679802,
135,135,135,1,-0.96897,-0.208982,0.13199689,
113,113,113,1,-0.934846,-0.202882,0.29137938,
132,132,132,1,-0.73607,-0.162554,0.65709754,
103,103,103,1,-0.423885,-0.0953842,0.90067928,
109,109,109,1,-0.959379,-0.213245,-0.18471376,
113,113,113,1,-0.254287,-0.054735,-0.96557864,
108,108,108,1,-0.614165,-0.138089,-0.77700254,
121,121,121,1,-0.470025,-0.110824,0.87566829,
101,101,101,1,-0.88948,-0.208121,-0.40682965,
123,123,123,1,-0.973177,-0.22919,-0.01996815,
121,121,121,1,-0.500673,-0.122518,0.85692250,
100,100,100,1,-0.889941,-0.21763,0.40080213,
232,232,232,1,-0.474232,-0.119797,0.87221159,
128,128,128,1,-0.496747,-0.125381,0.85879104,
105,105,105,1,-0.951571,-0.237364,-0.19537561,
158,158,158,1,-0.758741,-0.191827,0.62250705,
101,101,101,1,-0.339741,-0.0831421,-0.93683678,
136,136,136,1,-0.889194,-0.22668,0.39742818,
102,102,102,1,-0.846981,-0.2184,0.48469089,
140,140,140,1,-0.843235,-0.220459,-0.49025738,
142,142,142,1,-0.0623673,-0.0192895,0.99786684,
99,99,99,1,-0.818127,-0.230036,0.52702172,
99,99,99,1,-0.820734,-0.229308,-0.52327135,
141,141,141,1,-0.953411,-0.268635,0.13727167,
101,101,101,1,-0.958977,-0.270655,-0.08431554,
104,104,104,1,-0.663905,-0.186678,-0.72414177,
104,104,104,1,-0.892632,-0.263062,0.36606815,
110,110,110,1,-0.549403,-0.168686,0.81835317,
184,184,184,1,-0.657279,-0.194955,-0.72799549,
114,114,114,1,-0.688567,-0.210565,0.69392913,
108,108,108,1,-0.716567,-0.218387,-0.66244937,
103,103,103,1,-0.452679,-0.136913,-0.88109947,
177,177,177,1,-0.9405,-0.290189,-0.17677935,
142,142,142,1,-0.647923,-0.202747,0.73422706,
106,106,106,1,-0.344907,-0.109833,0.93218874,
255,255,255,1,-0.775554,-0.243533,0.58241464,
156,156,156,1,-0.544867,-0.167584,-0.82160548,
139,139,139,1,-0.544153,-0.174455,0.82064808,
110,110,110,1,-0.812575,-0.26055,0.52137788,
127,127,127,1,-0.888366,-0.286307,0.35893365,
132,132,132,1,-0.823289,-0.266153,0.50135554,
127,127,127,1,-0.862679,-0.287595,0.41602070,
107,107,107,1,-0.940415,-0.313435,0.13182868,
111,111,111,1,-0.938721,-0.315915,-0.13784311,
116,116,116,1,-0.66316,-0.22571,-0.71363433,
102,102,102,1,-0.943757,-0.327751,-0.04362423,
120,120,120,1,-0.34087,-0.116986,-0.93280336,
110,110,110,1,-0.941057,-0.332322,0.06304212,
116,116,116,1,-0.494671,-0.180245,0.85018380,
123,123,123,1,-0.836002,-0.302078,0.45809371,
108,108,108,1,-0.822468,-0.303927,0.48080599,
119,119,119,1,-0.655821,-0.246311,0.71360376,
124,124,124,1,-0.346622,-0.136422,0.92803142,
170,170,170,1,-0.924038,-0.354813,-0.14234101,
219,219,219,1,-0.462041,-0.181576,0.86807128,
102,102,102,1,-0.698492,-0.270506,-0.66252200,
118,118,118,1,-0.900965,-0.353175,-0.25205059,
103,103,103,1,-0.878427,-0.347151,0.32840876,
99,99,99,1,-0.877396,-0.348693,0.32953044,
121,121,121,1,-0.651341,-0.262025,0.71210774,
255,255,255,1,-0.0101264,-0.00789823,0.99991753,
179,179,179,1,-0.674141,-0.27362,-0.68605119,
106,106,106,1,-0.629881,-0.261238,0.73143966,
111,111,111,1,-0.859444,-0.354244,-0.36860232,
121,121,121,1,-0.918266,-0.381227,0.10702571,
169,169,169,1,-0.888532,-0.374798,0.26464456,
154,154,154,1,-0.603855,-0.253998,-0.75554230,
125,125,125,1,-0.469196,-0.203846,0.85924525,
106,106,106,1,-0.265167,-0.121564,0.95650864,
149,149,149,1,-0.684137,-0.307452,0.66138459,
102,102,102,1,-0.880772,-0.392068,-0.26556079,
171,171,171,1,-0.601439,-0.27407,0.75043800,
116,116,116,1,-0.64854,-0.300183,0.69949013,
255,255,255,1,-0.492723,-0.223807,-0.84091310,
117,117,117,1,-0.687556,-0.322734,0.65046864,
109,109,109,1,-0.298886,-0.144056,0.94335302,
117,117,117,1,-0.66454,-0.31621,0.67705082,
135,135,135,1,-0.899509,-0.426309,0.09562859,
107,107,107,1,-0.845819,-0.405687,0.34642179,
149,149,149,1,-0.569829,-0.276878,0.77371429,
107,107,107,1,-0.762466,-0.364263,-0.53474979,
115,115,115,1,-0.89935,-0.432466,-0.06436298,
174,174,174,1,-0.86412,-0.421779,-0.27458862,
142,142,142,1,-0.88469,-0.43817,0.15915371,
104,104,104,1,-0.89048,-0.44392,-0.09989863,
105,105,105,1,-0.811361,-0.402969,-0.42344853,
100,100,100,1,-0.565307,-0.28215,-0.77512524,
114,114,114,1,-0.53193,-0.265515,-0.80408462,
126,126,126,1,-0.872447,-0.452161,-0.18543318,
164,164,164,1,-0.869708,-0.459807,-0.17940320,
180,180,180,1,-0.389426,-0.212311,0.89625432,
102,102,102,1,-0.667084,-0.359519,0.65249160,
179,179,179,1,-0.765944,-0.411908,0.49362146,
121,121,121,1,-0.830371,-0.448652,0.33044576,
124,124,124,1,-0.830383,-0.448659,0.33040915,
115,115,115,1,-0.317916,-0.176224,0.93159786,
128,128,128,1,-0.878381,-0.474716,0.05560368,
221,221,221,1,-0.820248,-0.448329,0.35523839,
136,136,136,1,-0.607639,-0.328709,-0.72299729,
112,112,112,1,-0.6474,-0.352852,-0.67555089,
112,112,112,1,-0.829933,-0.466459,0.30598610,
120,120,120,1,-0.806573,-0.450178,-0.38311786,
165,165,165,1,-0.543216,-0.300981,-0.78378981,
107,107,107,1,-0.371519,-0.213705,0.90349535,
122,122,122,1,-0.797726,-0.451003,0.40028683,
126,126,126,1,-0.333478,-0.182829,-0.92485979,
121,121,121,1,-0.590499,-0.33126,-0.73591986,
131,131,131,1,-0.281873,-0.165964,0.94498856,
153,153,153,1,-0.259259,-0.15491,0.95330348,
103,103,103,1,-0.188159,-0.114316,0.97546308,
102,102,102,1,-0.809923,-0.466519,-0.35550576,
152,152,152,1,-0.808072,-0.466564,-0.35963493,
114,114,114,1,-0.500115,-0.295478,0.81398881,
208,208,208,1,-0.413577,-0.235828,-0.87939711,
108,108,108,1,-0.204874,-0.124957,0.97077934,
104,104,104,1,-0.747624,-0.437073,-0.50002519,
108,108,108,1,-0.860524,-0.507123,0.04821541,
139,139,139,1,-0.860524,-0.507123,0.04821541,
99,99,99,1,-0.718493,-0.427317,0.54878777,
111,111,111,1,-0.612763,-0.359889,-0.70356354,
247,247,247,1,-0.633854,-0.380482,0.67339611,
121,121,121,1,-0.633824,-0.380507,0.67341044,
101,101,101,1,-0.858969,-0.512023,0.00223984,
126,126,126,1,-0.74657,-0.45076,-0.48933594,
114,114,114,1,-0.785698,-0.484145,0.38507398,
255,255,255,1,-0.779681,-0.483297,0.39814877,
121,121,121,1,-0.668659,-0.419808,0.61372268,
200,200,200,1,-0.691849,-0.438821,0.57339374,
116,116,116,1,-0.759641,-0.481254,0.43742533,
117,117,117,1,-0.723318,-0.471398,0.50457367,
121,121,121,1,-0.59884,-0.393445,0.69756122,
105,105,105,1,-0.524633,-0.345948,0.77786854,
106,106,106,1,-0.780074,-0.510474,0.36180084,
138,138,138,1,-0.826337,-0.54177,0.15379068,
106,106,106,1,-0.719093,-0.471047,-0.51090138,
106,106,106,1,-0.692577,-0.46687,0.54988157,
120,120,120,1,-0.683352,-0.465511,0.56243218,
152,152,152,1,-0.685861,-0.468367,0.55698031,
105,105,105,1,-0.555892,-0.386643,0.73586077,
172,172,172,1,-0.515174,-0.34916,-0.78274093,
114,114,114,1,-0.721209,-0.500088,0.47934298,
198,198,198,1,-0.81968,-0.570462,-0.05194379,
110,110,110,1,-0.456557,-0.326732,0.82752722,
106,106,106,1,-0.81424,-0.580488,0.00690854,
102,102,102,1,-0.813494,-0.581367,-0.01544555,
101,101,101,1,-0.799696,-0.570541,-0.18700032,
109,109,109,1,-0.519269,-0.37871,0.76611923,
109,109,109,1,-0.743527,-0.533017,-0.40380699,
125,125,125,1,-0.514333,-0.37928,0.76916104,
100,100,100,1,-0.79312,-0.580565,0.18413243,
149,149,149,1,-0.296497,-0.210999,-0.93143387,
132,132,132,1,-0.3058,-0.232676,0.92322698,
119,119,119,1,-0.78556,-0.581018,-0.21286933,
104,104,104,1,-0.399544,-0.292685,-0.86873478,
115,115,115,1,-0.22861,-0.164382,-0.95953952,
106,106,106,1,-0.69355,-0.523419,0.49499536,
141,141,141,1,-0.789534,-0.595812,0.14711891,
142,142,142,1,-0.53924,-0.402615,-0.73967677,
111,111,111,1,-0.663506,-0.500116,-0.55645675,
110,110,110,1,-0.636098,-0.497436,0.58986209,
107,107,107,1,-0.78873,-0.613466,0.03956017,
104,104,104,1,-0.787461,-0.616099,-0.01806318,
124,124,124,1,-0.760057,-0.594285,-0.26294234,
110,110,110,1,-0.227912,-0.187932,0.95537293,
118,118,118,1,-0.689876,-0.547991,-0.47305059,
